customerid,amount,frequency,invoicedate,recency,cluster_id
13844.0,361.62,20,2011-11-28 13:21:00,10,0
13845.0,312.98,9,2011-10-06 08:25:00,64,0
13846.0,847.61,58,2011-11-15 12:07:00,24,0
13848.0,1255.0,5,2011-09-08 12:58:00,91,0
13849.0,1537.95,101,2011-10-19 10:59:00,51,0
13850.0,1586.81,94,2011-09-12 18:00:00,87,0
13851.0,2651.46,81,2011-09-05 12:36:00,95,0
13853.0,1056.94,24,2011-12-01 08:12:00,8,0
13854.0,8025.0199999999995,114,2011-12-01 09:06:00,8,0
13856.0,363.4,17,2011-06-24 10:03:00,168,2
13858.0,216.17,11,2011-10-13 16:17:00,56,0
13859.0,201.16,28,2011-01-17 16:14:00,325,2
13860.0,1240.0,77,2011-12-08 12:57:00,0,0
13862.0,2187.31,142,2011-11-21 16:24:00,17,0
13863.0,299.56,22,2011-04-08 17:03:00,244,2
13865.0,501.56,30,2011-10-12 13:31:00,57,0
13866.0,145.67000000000002,7,2011-09-26 14:54:00,73,0
13867.0,1015.29,61,2011-11-08 15:48:00,30,0
13868.0,3192.54,33,2011-12-02 16:32:00,6,0
13869.0,3104.95,307,2011-08-08 13:53:00,122,0
13870.0,2751.25,118,2011-12-07 13:23:00,1,0
13871.0,6389.8,338,2011-11-17 10:49:00,22,0
13873.0,381.7,24,2011-08-12 10:08:00,119,0
13874.0,540.45,18,2010-12-16 18:20:00,357,2
13875.0,1786.79,104,2011-10-17 09:36:00,53,0
13876.0,122.7,7,2011-10-07 10:22:00,63,0
13877.0,117.24,3,2011-09-14 15:49:00,85,0
13878.0,1281.53,36,2011-10-16 12:19:00,54,0
13880.0,3219.77,165,2011-11-18 13:44:00,20,0
13881.0,16989.52,180,2011-12-06 12:50:00,3,0
13882.0,1131.28,66,2011-12-07 11:16:00,2,0
13883.0,2538.75,155,2011-12-08 19:20:00,0,0
13884.0,781.3000000000001,60,2011-12-02 16:30:00,6,0
13885.0,506.8,28,2011-06-03 15:07:00,188,2
13886.0,243.56,16,2011-09-29 13:17:00,70,0
13887.0,349.55,19,2011-05-19 17:22:00,203,2
13888.0,605.63,40,2011-08-12 10:13:00,119,0
13889.0,416.90000000000003,15,2011-09-08 09:13:00,92,0
13890.0,1860.8600000000001,114,2011-12-08 15:36:00,0,0
13892.0,632.97,27,2011-11-13 11:50:00,26,0
13893.0,821.1,21,2011-02-15 11:30:00,297,2
13894.0,535.97,30,2011-11-17 13:35:00,21,0
13895.0,2588.12,119,2011-11-18 17:15:00,20,0
13897.0,311.16,17,2011-10-20 14:30:00,49,0
13898.0,155.93,12,2011-01-18 10:28:00,325,2
13899.0,388.52,19,2011-11-23 13:40:00,15,0
13900.0,740.95,43,2011-06-09 19:26:00,182,2
13901.0,2867.2,149,2011-09-28 14:48:00,71,0
13904.0,332.64,26,2011-11-02 13:41:00,36,0
13908.0,2347.05,126,2011-09-21 11:49:00,79,0
13911.0,2580.91,148,2011-10-13 15:43:00,56,0
13914.0,613.95,34,2011-12-06 10:54:00,3,0
13917.0,272.04,18,2011-10-21 09:56:00,49,0
13918.0,1212.8400000000001,30,2011-10-21 12:25:00,49,0
13919.0,350.15999999999997,33,2011-10-17 15:24:00,52,0
13922.0,172.25,7,2010-12-23 10:38:00,351,2
13923.0,351.13,20,2011-10-17 12:33:00,53,0
13924.0,1682.08,137,2011-12-08 09:39:00,1,0
13925.0,616.65,45,2011-11-03 13:00:00,35,0
13926.0,223.85000000000002,11,2011-11-16 13:16:00,22,0
13927.0,348.99,21,2011-09-26 12:00:00,74,0
13928.0,464.57,27,2011-11-29 10:33:00,10,0
13929.0,802.85,10,2011-06-23 15:26:00,168,2
13930.0,337.34,17,2011-10-13 09:45:00,57,0
13931.0,1230.93,59,2011-09-15 10:03:00,85,0
13932.0,307.4,16,2011-02-18 12:02:00,294,2
13933.0,608.7900000000001,23,2011-08-22 14:03:00,108,0
13934.0,922.1,31,2011-03-21 08:39:00,263,2
13936.0,361.28,27,2011-06-21 17:44:00,170,2
13937.0,158.85,9,2011-06-23 16:35:00,168,2
13938.0,71.66,7,2011-11-04 14:37:00,34,0
13939.0,556.75,46,2011-11-16 13:33:00,22,0
13940.0,839.14,49,2011-11-22 15:15:00,16,0
13941.0,4912.41,47,2011-11-18 09:43:00,21,0
13946.0,561.5699999999999,11,2011-09-21 13:33:00,78,0
13947.0,90.6,5,2011-10-05 14:42:00,64,0
13948.0,102.0,3,2010-12-14 10:18:00,360,2
13949.0,2427.32,160,2011-12-07 09:35:00,2,0
13950.0,728.56,36,2011-11-28 14:44:00,10,0
13951.0,674.45,39,2011-06-16 16:43:00,175,2
13952.0,3246.091,138,2011-05-12 19:27:00,210,2
13953.0,3515.68,20,2011-12-02 16:04:00,6,0
13954.0,378.59,30,2011-12-08 12:50:00,1,0
13955.0,322.96,33,2011-07-08 17:19:00,153,2
13956.0,1026.42,152,2011-12-04 13:20:00,4,0
13958.0,-102.45,5,2010-12-02 17:03:00,371,2
13959.0,598.2,92,2011-09-21 15:06:00,78,0
13960.0,230.22,12,2011-11-18 15:27:00,20,0
13962.0,169.55,11,2011-11-18 08:47:00,21,0
13963.0,664.54,35,2011-02-04 14:43:00,307,2
13967.0,80.7,2,2011-07-17 12:02:00,145,2
13969.0,8986.69,633,2011-12-02 15:11:00,6,0
13971.0,2702.2200000000003,158,2011-12-01 08:27:00,8,0
13972.0,190.25,15,2011-09-30 11:54:00,70,0
13973.0,264.7,11,2011-02-25 15:21:00,286,2
13974.0,413.59000000000003,28,2011-10-21 14:41:00,48,0
13975.0,2503.23,340,2011-11-08 13:19:00,30,0
13976.0,357.98,10,2011-05-17 09:13:00,206,2
13978.0,196.79000000000002,15,2011-11-25 11:36:00,14,0
13979.0,869.87,54,2011-09-27 13:32:00,72,0
13980.0,200.14,11,2011-10-10 13:34:00,59,0
13982.0,1861.11,115,2011-10-31 16:24:00,38,0
13983.0,2590.46,112,2011-11-10 11:06:00,29,0
13984.0,488.03,17,2011-11-13 12:38:00,26,0
13985.0,7024.53,353,2011-12-05 17:06:00,3,0
13986.0,320.46,13,2011-11-22 15:00:00,16,0
13988.0,4098.8,239,2011-11-20 10:15:00,19,0
13989.0,1266.08,41,2011-10-05 09:47:00,65,0
13990.0,311.3,16,2011-05-10 15:19:00,212,2
13991.0,850.63,86,2011-11-27 16:18:00,11,0
13992.0,76.8,5,2011-11-09 15:23:00,29,0
13993.0,3409.66,125,2011-11-07 13:00:00,31,0
13994.0,2313.14,155,2011-12-06 11:05:00,3,0
13995.0,1383.49,87,2011-11-24 14:22:00,14,0
13999.0,3865.26,212,2011-11-29 13:40:00,9,0
14000.0,633.71,16,2011-05-17 13:44:00,205,2
14001.0,2030.3300000000002,40,2011-10-25 10:31:00,45,0
14002.0,529.73,47,2011-07-28 15:55:00,133,0
14004.0,4582.64,171,2011-10-27 14:40:00,42,0
14005.0,2874.72,84,2011-11-30 12:41:00,9,0
14006.0,962.19,30,2011-08-16 09:39:00,115,0
14009.0,685.9300000000001,44,2011-05-25 15:47:00,197,2
14012.0,328.8,11,2011-03-07 12:26:00,277,2
14013.0,473.02,34,2011-08-21 15:01:00,109,0
14014.0,505.18,39,2011-09-23 13:18:00,76,0
14015.0,917.34,20,2011-10-18 10:02:00,52,0
14016.0,4328.46,162,2011-07-08 14:27:00,153,2
14019.0,1398.96,68,2011-10-24 10:13:00,46,0
14020.0,642.8,39,2011-11-23 09:22:00,16,0
14021.0,631.9,22,2011-07-07 15:46:00,154,2
14022.0,440.0,28,2011-04-28 14:39:00,224,2
14023.0,584.07,31,2011-12-02 13:58:00,6,0
14024.0,327.7,16,2011-08-10 11:30:00,121,0
14027.0,104.82,6,2011-10-10 09:01:00,60,0
14029.0,467.66,15,2011-10-07 14:46:00,62,0
14030.0,2360.09,243,2011-11-21 16:48:00,17,0
14031.0,14634.640000000001,258,2011-12-02 17:13:00,6,0
14032.0,2929.84,152,2011-12-07 15:23:00,1,0
14034.0,512.02,92,2011-11-17 14:02:00,21,0
14035.0,1428.02,66,2011-11-11 10:03:00,28,0
14036.0,626.65,38,2011-02-28 09:26:00,284,2
14037.0,147.20000000000002,28,2011-06-16 13:57:00,175,2
14038.0,1554.48,93,2011-09-22 13:37:00,77,0
14039.0,152.2,6,2011-11-06 13:48:00,32,0
14040.0,3542.19,241,2011-10-30 12:42:00,40,0
14041.0,141.41,21,2011-03-18 13:25:00,265,2
14044.0,652.82,209,2011-11-13 12:05:00,26,0
14045.0,1659.75,6,2011-08-22 15:27:00,108,0
14046.0,154.99,14,2011-02-28 14:48:00,283,2
14047.0,1290.01,34,2011-12-01 11:43:00,8,0
14048.0,375.13,88,2011-03-07 13:49:00,276,2
14049.0,5639.15,505,2011-11-23 12:20:00,16,0
14050.0,746.36,54,2011-11-08 10:00:00,31,0
14051.0,15477.34,215,2011-12-09 10:20:00,0,0
14052.0,225.36,56,2011-11-20 12:30:00,19,0
14053.0,260.25,4,2011-08-07 14:27:00,123,0
14054.0,92.46,6,2011-10-05 15:49:00,64,0
14055.0,725.6400000000001,10,2011-08-25 15:04:00,105,0
14056.0,8124.4,1128,2011-12-08 13:36:00,0,0
14057.0,6147.4,291,2011-11-16 10:32:00,23,0
14059.0,183.6,8,2011-03-18 10:06:00,266,2
14060.0,6135.38,203,2011-12-05 12:29:00,4,0
14062.0,10464.85,111,2011-11-30 10:04:00,9,0
14064.0,1188.32,82,2011-11-10 13:14:00,28,0
14066.0,152.55,7,2011-03-18 12:21:00,266,2
14067.0,374.7,52,2011-10-07 10:21:00,63,0
14068.0,265.85,24,2011-01-23 16:02:00,319,2
14071.0,1307.41,333,2011-12-06 12:27:00,3,0
14073.0,139.54,14,2011-11-18 16:14:00,20,0
14075.0,942.26,43,2011-12-05 08:38:00,4,0
14076.0,122.47,46,2011-08-02 15:19:00,128,0
14077.0,499.41999999999996,42,2011-10-30 12:35:00,40,0
14078.0,1049.37,65,2011-08-30 12:16:00,101,0
14079.0,375.1,12,2011-08-07 12:10:00,124,0
14080.0,45.599999999999994,4,2011-11-07 11:09:00,32,0
14081.0,904.67,156,2011-03-17 14:24:00,266,2
14082.0,182.25,29,2010-12-10 11:02:00,364,2
14083.0,1018.43,181,2011-12-05 13:14:00,3,0
14085.0,4435.79,451,2011-12-07 13:46:00,1,0
14087.0,181.67,70,2011-12-07 12:41:00,2,0
14088.0,50415.49,590,2011-11-29 16:16:00,9,0
14089.0,161.0,14,2011-10-14 10:38:00,56,0
14090.0,76.32000000000001,1,2011-01-19 10:51:00,324,2
14092.0,4063.1,217,2011-12-02 12:13:00,7,0
14093.0,442.85,105,2011-11-27 16:27:00,11,0
14096.0,57120.909999999996,5128,2011-12-05 17:17:00,3,1
14098.0,147.35,21,2011-11-03 10:13:00,36,0
14099.0,3092.9700000000003,252,2011-11-23 13:53:00,15,0
14100.0,194.9,26,2011-07-25 11:01:00,137,0
14101.0,5976.79,35,2011-09-27 12:28:00,73,0
14102.0,1314.73,84,2011-12-04 15:38:00,4,0
14104.0,216.20999999999998,21,2011-07-08 12:50:00,154,2
14105.0,1260.33,76,2011-09-15 16:13:00,84,0
14107.0,2688.48,124,2011-10-19 12:12:00,51,0
14108.0,594.16,35,2011-11-09 10:41:00,30,0
14109.0,80.2,14,2011-11-16 13:51:00,22,0
14110.0,5669.65,157,2011-12-06 12:26:00,3,0
14111.0,688.6,11,2011-11-25 13:44:00,13,0
14112.0,2774.17,173,2011-11-17 12:30:00,22,0
14113.0,1377.92,40,2011-12-06 12:18:00,3,0
14114.0,386.53,15,2011-03-11 09:42:00,273,2
14116.0,1382.74,72,2011-11-20 10:29:00,19,0
14117.0,90.0,3,2011-07-19 09:49:00,143,2
14119.0,-19.9,1,2010-12-20 13:58:00,353,2
14121.0,2740.3,161,2011-12-06 12:19:00,3,0
14124.0,419.58000000000004,5,2011-09-16 13:32:00,83,0
14125.0,2740.43,167,2011-11-29 12:47:00,10,0
14126.0,643.6300000000001,16,2011-12-02 11:45:00,7,0
14127.0,709.71,44,2011-08-09 10:49:00,122,0
14128.0,637.5,46,2011-10-10 12:00:00,60,0
14129.0,1123.8600000000001,52,2011-12-08 11:02:00,1,0
14130.0,483.86,67,2011-01-24 16:05:00,318,2
14132.0,3580.13,201,2011-12-07 13:35:00,1,0
14133.0,590.3399999999999,30,2011-08-02 11:34:00,129,0
14135.0,4690.31,134,2011-12-08 11:38:00,1,0
14138.0,982.3800000000001,47,2011-12-08 12:44:00,1,0
14139.0,415.82,26,2011-10-24 13:34:00,45,0
14140.0,920.05,67,2011-12-06 09:05:00,3,0
14141.0,879.0300000000001,46,2011-12-07 09:53:00,2,0
14142.0,311.81,22,2010-12-01 16:33:00,372,2
14143.0,115.8,7,2011-07-29 09:48:00,133,0
14145.0,3148.2,12,2011-10-24 12:10:00,46,0
14146.0,2949.57,245,2011-12-01 10:18:00,8,0
14147.0,468.4,6,2011-10-21 13:36:00,48,0
14148.0,157.2,3,2011-04-20 12:02:00,233,2
14149.0,259.43,40,2011-05-11 12:34:00,212,2
14150.0,658.64,26,2011-11-04 10:05:00,35,0
14152.0,611.09,50,2011-09-25 12:54:00,74,0
14154.0,1345.62,52,2011-04-14 16:26:00,238,2
14155.0,118.75,6,2011-03-18 14:13:00,265,2
14156.0,113384.14,1420,2011-11-30 10:54:00,9,1
14157.0,400.43,49,2011-11-20 11:32:00,19,0
14158.0,507.66,41,2011-10-30 15:08:00,39,0
14159.0,4678.3,1212,2011-11-20 12:36:00,19,0
14161.0,1110.52,108,2011-05-08 11:41:00,215,2
14162.0,289.36,25,2011-06-19 11:36:00,173,2
14163.0,2445.91,52,2011-09-13 15:18:00,86,0
14164.0,1631.77,29,2011-09-30 12:24:00,70,0
14165.0,122.53999999999999,25,2011-03-09 12:39:00,275,2
14167.0,574.84,52,2011-10-31 14:29:00,38,0
14171.0,363.79,58,2011-09-02 16:43:00,97,0
14173.0,450.84,29,2011-11-29 11:54:00,10,0
14174.0,134.46,26,2011-11-06 13:17:00,32,0
14175.0,3108.06,164,2011-10-19 13:42:00,50,0
14176.0,574.0,32,2011-02-15 13:12:00,296,2
14177.0,554.46,43,2011-09-16 09:52:00,84,0
14178.0,1620.93,327,2011-12-01 12:01:00,8,0
14179.0,719.78,165,2011-10-30 12:07:00,40,0
14180.0,4640.77,248,2011-11-29 10:56:00,10,0
14184.0,452.89,24,2011-10-04 12:43:00,66,0
14185.0,197.65,3,2011-01-12 13:52:00,330,2
14188.0,2018.91,71,2011-12-01 09:46:00,8,0
14189.0,4604.31,277,2011-12-07 15:55:00,1,0
14191.0,4660.01,263,2011-12-08 09:23:00,1,0
14193.0,853.39,42,2011-10-03 09:34:00,67,0
14194.0,11216.75,604,2011-12-05 10:38:00,4,0
14195.0,962.7,8,2011-05-22 10:29:00,201,2
14196.0,335.52,6,2011-08-25 10:25:00,106,0
14198.0,663.5,44,2011-12-05 16:34:00,3,0
14199.0,185.39999999999998,2,2011-05-05 13:44:00,217,2
14201.0,688.04,39,2011-10-10 13:27:00,59,0
14204.0,161.03,44,2011-12-07 13:38:00,1,0
14205.0,218.78,39,2011-11-29 11:56:00,10,0
14206.0,308.26,21,2011-04-14 16:38:00,238,2
14208.0,151.74,10,2011-09-06 12:48:00,94,0
14209.0,2067.13,88,2011-11-29 10:18:00,10,0
14210.0,1900.89,103,2011-09-09 12:55:00,90,0
14211.0,2208.3,118,2011-10-17 13:23:00,52,0
14212.0,1070.48,9,2011-09-11 12:45:00,89,0
14213.0,-1192.2,5,2010-12-03 09:47:00,371,2
14214.0,1000.23,70,2011-11-09 10:31:00,30,0
14215.0,1777.92,109,2011-11-28 12:19:00,11,0
14216.0,1839.3,59,2011-12-06 14:56:00,2,0
14217.0,1925.3600000000001,107,2011-12-08 11:53:00,1,0
14218.0,169.48000000000002,12,2011-10-28 10:00:00,42,0
14219.0,89.94,7,2011-12-05 16:23:00,3,0
14220.0,632.4,21,2011-04-06 13:23:00,246,2
14221.0,3427.85,194,2011-10-28 13:42:00,41,0
14222.0,683.17,41,2011-06-15 16:42:00,176,2
14223.0,975.23,61,2011-09-08 13:38:00,91,0
14224.0,1050.12,118,2011-08-21 13:24:00,109,0
14226.0,2201.64,73,2011-11-11 11:34:00,28,0
14227.0,3315.71,183,2011-11-13 15:48:00,25,0
14229.0,1450.6,43,2011-10-19 10:04:00,51,0
14231.0,822.0600000000001,54,2011-06-13 15:35:00,178,2
14232.0,2043.93,118,2011-11-08 12:17:00,31,0
14233.0,1447.51,36,2011-10-27 09:25:00,43,0
14234.0,775.46,159,2011-11-17 17:53:00,21,0
14235.0,3093.86,80,2011-11-29 13:26:00,9,0
14236.0,490.86,15,2011-09-20 09:13:00,80,0
14237.0,161.0,9,2010-12-01 13:20:00,372,2
14238.0,146.85,8,2011-01-17 14:40:00,325,2
14239.0,2323.5,116,2011-10-27 14:40:00,42,0
14240.0,890.34,42,2011-11-09 13:45:00,29,0
14241.0,213.70000000000002,10,2011-06-09 11:46:00,183,2
14242.0,280.55,16,2011-04-19 11:46:00,234,2
14243.0,2535.88,148,2011-12-01 11:12:00,8,0
14245.0,1677.48,112,2011-06-16 14:33:00,175,2
14246.0,1474.06,75,2011-08-21 11:50:00,110,0
14247.0,136.76999999999998,20,2011-03-06 15:21:00,277,2
14248.0,302.58,8,2011-01-25 14:45:00,317,2
14250.0,1904.05,111,2011-12-02 14:30:00,6,0
14251.0,2879.7000000000003,78,2011-12-08 08:32:00,1,0
14256.0,935.0600000000001,54,2011-03-30 16:39:00,253,2
14257.0,3087.27,107,2011-10-19 13:38:00,50,0
14258.0,12650.08,112,2011-11-30 15:27:00,8,0
14259.0,120.0,5,2011-07-21 10:44:00,141,2
14261.0,1163.45,52,2011-10-20 10:04:00,50,0
14262.0,2618.23,143,2011-12-01 14:17:00,7,0
14264.0,319.47,19,2011-07-08 10:20:00,154,2
14265.0,530.18,31,2011-08-22 13:32:00,108,0
14267.0,1279.09,66,2011-07-12 11:11:00,150,2
14270.0,492.65000000000003,29,2011-01-12 09:33:00,331,2
14271.0,112.32,10,2011-04-28 12:47:00,225,2
14272.0,437.96,33,2011-09-27 10:08:00,73,0
14273.0,559.97,29,2011-10-19 13:20:00,50,0
14276.0,1019.39,75,2011-09-12 17:49:00,87,0
14277.0,3957.0,228,2011-11-24 15:01:00,14,0
14280.0,134.04,8,2011-05-27 10:37:00,196,2
14282.0,3729.34,156,2011-12-06 17:04:00,2,0
14284.0,578.45,34,2011-11-09 08:11:00,30,0
14285.0,1910.01,27,2011-11-18 14:50:00,20,0
14286.0,4595.81,285,2011-11-16 10:34:00,23,0
14287.0,151.23000000000002,11,2011-12-01 13:25:00,7,0
14288.0,413.85,17,2011-05-11 15:17:00,211,2
14289.0,911.26,47,2011-12-01 11:44:00,8,0
14290.0,2307.4500000000003,103,2011-11-28 14:02:00,10,0
14291.0,3873.3,238,2011-12-08 10:26:00,1,0
14292.0,4819.33,108,2011-12-02 11:50:00,7,0
14293.0,1046.56,61,2011-12-06 15:17:00,2,0
14295.0,154.70000000000002,7,2011-10-30 15:50:00,39,0
14297.0,1284.06,64,2011-11-22 09:06:00,17,0
14298.0,50862.44,1640,2011-12-06 15:04:00,2,0
14299.0,2855.35,162,2011-12-01 16:05:00,7,0
14300.0,43.2,3,2011-11-21 08:57:00,18,0
14301.0,632.04,16,2011-08-24 09:04:00,107,0
14304.0,197.1,27,2011-05-01 11:50:00,222,2
14305.0,1803.76,110,2011-09-29 15:29:00,70,0
14306.0,2083.42,35,2011-10-19 13:23:00,50,0
14307.0,2995.72,180,2011-09-12 09:38:00,88,0
14309.0,2319.68,123,2011-12-01 13:33:00,7,0
14311.0,229.71,27,2011-04-28 19:49:00,224,2
14312.0,1611.59,87,2011-10-24 09:46:00,46,0
14314.0,120.0,8,2011-08-25 10:39:00,106,0
14315.0,2456.98,104,2011-11-18 15:35:00,20,0
14317.0,508.58000000000004,24,2011-10-06 10:44:00,64,0
14320.0,343.11,42,2011-05-17 09:24:00,206,2
14321.0,1530.75,123,2011-11-29 09:47:00,10,0
14323.0,574.26,41,2011-08-17 11:37:00,114,0
14326.0,166.85,9,2011-04-19 11:08:00,234,2
14327.0,311.65,12,2011-06-29 13:58:00,162,2
14329.0,4928.74,269,2011-12-01 08:27:00,8,0
14331.0,462.65999999999997,28,2011-08-07 13:17:00,123,0
14332.0,866.31,26,2011-11-17 11:54:00,22,0
14333.0,351.45,19,2011-10-06 19:25:00,63,0
14334.0,2539.46,163,2011-11-23 10:01:00,16,0
14335.0,468.26,63,2011-11-23 13:41:00,15,0
14336.0,1614.91,90,2011-11-23 11:40:00,16,0
14338.0,554.22,34,2011-07-04 16:00:00,157,2
14339.0,289.90999999999997,18,2011-04-19 11:31:00,234,2
14340.0,134.7,6,2011-05-05 09:44:00,218,2
14341.0,2166.38,130,2011-10-25 15:48:00,44,0
14342.0,607.71,24,2011-11-18 13:21:00,20,0
14344.0,889.9300000000001,71,2011-08-04 13:51:00,126,0
14345.0,108.97999999999999,6,2011-11-01 09:51:00,38,0
14346.0,1021.58,60,2011-08-11 09:47:00,120,0
14348.0,409.57,18,2011-03-24 16:23:00,259,2
14349.0,133.5,31,2011-11-29 15:39:00,9,0
14350.0,258.7,21,2011-03-14 12:27:00,270,2
14351.0,51.0,1,2011-06-28 11:56:00,164,2
14352.0,1078.96,47,2011-07-05 15:41:00,156,2
14353.0,90.6,6,2011-05-08 16:06:00,214,2
14354.0,163.62,9,2011-12-04 11:32:00,5,0
14355.0,174.4,11,2010-12-09 12:16:00,365,2
14356.0,666.9399999999999,38,2011-10-10 17:16:00,59,0
14357.0,225.77,41,2011-10-27 16:23:00,42,0
14359.0,882.58,58,2011-11-20 13:17:00,18,0
14360.0,2128.23,118,2011-11-08 09:12:00,31,0
14362.0,161.2,41,2011-11-17 15:08:00,21,0
14364.0,3717.35,69,2011-08-23 11:01:00,108,0
14367.0,9167.82,533,2011-12-01 13:19:00,7,0
14368.0,155.0,8,2011-01-24 09:52:00,319,2
14371.0,100.5,4,2011-02-17 16:35:00,294,2
14373.0,76.55,4,2010-12-16 15:40:00,357,2
14375.0,257.68,75,2011-06-07 13:44:00,184,2
14377.0,617.05,11,2011-06-01 13:32:00,190,2
14379.0,348.1,46,2011-10-26 16:43:00,43,0
14381.0,202.68,56,2011-10-18 17:10:00,51,0
14382.0,626.0699999999999,131,2011-11-13 16:18:00,25,0
14383.0,1247.69,59,2011-11-01 15:53:00,37,0
14385.0,202.11,14,2011-11-30 15:36:00,8,0
14386.0,142.4,7,2011-02-16 09:45:00,296,2
14387.0,1770.56,140,2011-11-07 12:29:00,32,0
14388.0,3172.04,191,2011-12-01 11:13:00,8,0
14389.0,999.72,62,2011-12-01 09:19:00,8,0
14390.0,4592.47,291,2011-11-29 13:49:00,9,0
14393.0,67.95,5,2011-05-05 18:16:00,217,2
14395.0,3471.91,353,2011-12-07 14:34:00,1,0
14396.0,487.99,73,2011-10-05 16:09:00,64,0
14397.0,2556.68,95,2011-12-09 09:57:00,0,0
14400.0,559.7,26,2011-07-21 18:05:00,140,2
14401.0,4039.98,183,2011-12-05 13:30:00,3,0
14403.0,1426.31,26,2011-08-01 12:57:00,129,0
14404.0,1434.72,104,2011-11-06 12:30:00,33,0
14406.0,156.75,8,2011-08-12 16:54:00,118,0
14407.0,2111.08,76,2011-08-24 14:02:00,106,0
14408.0,2606.53,107,2011-11-29 11:41:00,10,0
14409.0,1908.25,55,2011-09-29 18:18:00,70,0
14410.0,576.3,287,2011-11-24 11:16:00,15,0
14411.0,1063.0,14,2011-02-02 10:56:00,310,2
14412.0,761.3299999999999,45,2011-11-04 13:14:00,34,0
14413.0,122.7,23,2010-12-12 13:37:00,361,2
14414.0,1485.1299999999999,98,2011-09-09 12:09:00,91,0
14415.0,5811.56,612,2011-12-08 14:38:00,0,0
14416.0,490.22,14,2011-11-17 15:22:00,21,0
14418.0,1937.25,124,2011-12-06 11:39:00,3,0
14419.0,1058.06,206,2011-11-29 11:22:00,10,0
14420.0,385.87,30,2011-09-15 16:57:00,84,0
14421.0,813.11,27,2011-10-13 13:24:00,56,0
14422.0,4263.64,222,2011-12-09 11:26:00,0,0
14423.0,265.2,3,2011-05-05 15:12:00,217,2
14424.0,322.08,1,2011-11-22 11:48:00,17,0
14426.0,3918.9,264,2011-11-21 11:47:00,18,0
14427.0,363.34000000000003,17,2011-10-20 14:23:00,49,0
14428.0,1230.14,148,2011-12-02 13:17:00,6,0
14431.0,397.76,22,2011-02-14 10:56:00,298,2
14432.0,2255.51,382,2011-11-30 08:04:00,9,0
14434.0,1372.8,12,2011-11-18 08:56:00,21,0
14436.0,89.06,9,2011-09-02 10:13:00,98,0
14437.0,-43.400000000000006,6,2011-07-19 14:56:00,142,2
14438.0,131.9,9,2011-02-06 14:56:00,305,2
14439.0,2661.24,32,2011-01-24 11:39:00,319,2
14440.0,2357.6800000000003,55,2011-12-01 15:42:00,7,0
14441.0,1545.14,59,2011-12-09 09:07:00,0,0
14442.0,1544.62,68,2011-12-08 11:53:00,1,0
14443.0,1400.88,98,2011-10-17 10:10:00,53,0
14446.0,1039.58,293,2011-12-09 11:34:00,0,0
14447.0,1163.23,70,2011-11-21 08:28:00,18,0
14448.0,375.35,20,2011-11-30 13:50:00,8,0
14449.0,907.1,258,2011-11-21 12:06:00,18,0
14450.0,483.25,40,2011-06-12 10:46:00,180,2
14451.0,662.59,109,2011-10-10 13:38:00,59,0
14452.0,264.44,62,2011-11-29 12:06:00,10,0
14453.0,119.93,22,2011-06-02 14:15:00,189,2
14456.0,3047.63,977,2011-12-04 13:59:00,4,0
14457.0,113.64,4,2011-02-02 09:39:00,310,2
14459.0,1837.92,37,2011-07-07 13:35:00,154,2
14460.0,383.34,17,2011-08-21 14:19:00,109,0
14461.0,2103.06,180,2011-07-14 17:11:00,147,0
14462.0,1965.9,246,2011-10-07 09:22:00,63,0
14463.0,529.62,6,2011-09-02 15:20:00,97,0
14465.0,1058.6200000000001,130,2011-04-07 12:38:00,246,2
14466.0,2272.4,72,2011-11-10 14:07:00,28,0
14467.0,598.76,90,2011-11-22 12:48:00,17,0
14470.0,461.19,43,2011-11-28 10:31:00,11,0
14472.0,1936.84,281,2011-08-28 11:01:00,103,0
14473.0,234.34000000000003,7,2011-09-26 15:10:00,73,0
14474.0,537.71,30,2011-10-27 12:57:00,42,0
14475.0,799.82,47,2011-09-29 10:46:00,71,0
14476.0,215.7,19,2011-03-27 15:39:00,256,2
14477.0,1307.81,11,2011-11-20 11:11:00,19,0
14479.0,316.25,18,2011-03-31 09:07:00,253,2
14480.0,279.05,13,2011-11-28 16:35:00,10,0
14481.0,636.51,30,2011-06-28 10:38:00,164,2
14482.0,2068.15,144,2011-11-21 13:14:00,17,0
14483.0,129.2,10,2011-07-13 09:45:00,149,2
14484.0,321.92,14,2011-10-20 14:11:00,49,0
14485.0,165.75,47,2011-11-01 12:25:00,38,0
14487.0,1183.58,145,2011-11-13 12:17:00,26,0
14488.0,1047.43,49,2011-10-19 14:39:00,50,0
14489.0,463.38,30,2011-05-16 14:51:00,206,2
14491.0,340.93,17,2011-06-17 15:22:00,174,2
14493.0,2362.84,123,2011-12-02 16:14:00,6,0
14494.0,139.56,7,2011-11-14 09:21:00,25,0
14495.0,123.8,6,2011-10-20 12:28:00,50,0
14496.0,538.8100000000001,19,2011-02-01 09:01:00,311,2
14497.0,457.47,31,2011-02-11 15:20:00,300,2
14498.0,1957.32,193,2011-10-28 12:09:00,42,0
14499.0,815.32,194,2011-11-13 13:01:00,25,0
14500.0,356.85,7,2011-09-12 16:45:00,87,0
14501.0,190.31,12,2011-10-06 20:15:00,63,0
14502.0,2351.02,631,2011-11-20 11:50:00,19,0
14503.0,3543.26,164,2011-12-06 13:30:00,2,0
